pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.35,0.75,0.039335916020995,0.1611547113221686,0.7995093726568312,0.006175000584368,0.0192243675688668,0.0201310326270495,0.477199950012494,0.0585797677647833,0.6992640589852468
0.35,0.8,0.0384996250937268,0.1343431642089471,0.8271572106973277,0.006034489403372,0.0140773207282237,0.0152175237347554,0.5584708822794335,0.0433721651912029,0.7407358160459916
0.35,0.85,0.0372374406398403,0.112681079730068,0.8500814796300908,0.0059420625920666,0.0171520046768268,0.01808370425024,0.6247193201699547,0.0523877136038937,0.7751222194451364
0.35,0.9,0.0363059235191205,0.071535116220945,0.8921589602599342,0.0059756913744896,0.0143253910607263,0.015489826510283,0.7490887278180443,0.0441406086317358,0.8382384403899015
0.35,0.95,0.0350484878780308,0.0372066983254186,0.9277448137965488,0.0058034600315601,0.0124447987175856,0.0139147983715743,0.8533314171457116,0.0388043958067456,0.8916172206948234
0.4,0.05,0.0471447138215449,0.3764188952761799,0.5764363909022739,0.0066352696007269,0.0141893263715823,0.0143213656950431,-0.1764013996500859,0.0427000184382078,0.3646545863534109
0.4,0.1,0.0467103224193954,0.3686763309172708,0.5846133466633334,0.0066876988509516,0.0138029149868593,0.0140571231701954,-0.1527393151712083,0.0416629531439141,0.3769200199950001
0.4,0.15,0.0462446888277933,0.3654996250937288,0.5882556860784833,0.0065618871073341,0.0170865023442309,0.0175268895781717,-0.1427435641089743,0.0516998942666335,0.382383529117725
0.4,0.2,0.0459082729317674,0.3580834791302185,0.5960082479380173,0.0067036060476052,0.0181321683615784,0.0186951914126203,-0.1201587103224197,0.0549595281357771,0.394012371907026
0.4,0.25,0.0451394651337169,0.346767308172959,0.608093226693328,0.006671584865221,0.0165958606579247,0.0169042467034424,-0.08544138965259,0.0500959680192919,0.412139840039992
0.4,0.3,0.0446820794801303,0.3372316920769819,0.6180862284428902,0.0064523950029954,0.0187276948758025,0.0192904202338052,-0.0563771557110736,0.0567458099854103,0.4271293426643352
0.4,0.35,0.04425343664084,0.3274611347163204,0.62828542864284,0.0064478100011978,0.016419578301896,0.0169098642845667,-0.0266368407898008,0.0497490208883589,0.44242814296426
0.4,0.4,0.0433139215196204,0.3133429142714332,0.6433431642089453,0.0065186600343044,0.0183420113511277,0.0189109084627174,0.0166573356660788,0.0555949311649728,0.465014746313418
0.4,0.45,0.0430824793801553,0.3041004748812799,0.6528170457385641,0.0064157381064954,0.0189378035229653,0.0196275449144858,0.0446160959760042,0.0575031519604165,0.4792255686078461
0.4,0.5,0.04246863284179,0.2965693576605839,0.6609620094976241,0.0063384208092719,0.0217572344477025,0.0223665052335161,0.0678232941764562,0.0658809741289212,0.4914430142464361
0.4,0.55,0.0415536115971009,0.2738302924268931,0.6846160959760047,0.006227494486397,0.0189909831799058,0.0196660514810368,0.1369555111222183,0.0576480178408485,0.5269241439640071
0.4,0.6,0.0409347663084231,0.2555126218445391,0.7035526118470379,0.0062659790537173,0.0210829529039271,0.0215586013878811,0.1925273681579596,0.0637245071957354,0.5553289177705567
0.4,0.65,0.0402739315171209,0.2411602099475138,0.7185658585353668,0.0062302040708398,0.0208685667058356,0.021421886566523,0.2362454386403391,0.0631590199781942,0.5778487878030503
0.4,0.7,0.0394166458385405,0.2119112721819558,0.7486720819795055,0.0061248765576775,0.0176041294986757,0.0185587160894626,0.3248495376155938,0.0537669750868142,0.6230081229692583
0.4,0.75,0.0386235941014749,0.1803414146463389,0.7810349912521867,0.0061255026878783,0.0205706199930453,0.0214603652183782,0.4203521619595088,0.0626016052044689,0.6715524868782801
0.4,0.8,0.0378230442389407,0.1536145963509118,0.8085623594101459,0.0059975560714587,0.0171211835716248,0.0179371032452788,0.5013331667083222,0.0521794703885285,0.7128435391152188
0.4,0.85,0.036990252436891,0.1213796550862285,0.8416300924768859,0.0060386799022021,0.0196382681512653,0.0205661769470275,0.5988707823044288,0.0598427132495582,0.7624451387153288
0.4,0.9,0.0359140214946267,0.0804343914021493,0.8836515871032228,0.0058706137539901,0.0139798518209516,0.0151110085072265,0.7227828042989239,0.0430707121491298,0.8254773806548341
0.4,0.95,0.0351272181954516,0.0438290427393154,0.9210437390652326,0.0058437626136444,0.0103838945636221,0.0120315143026925,0.8333856535866018,0.0327993034299368,0.8815656085978489
0.45,0.05,0.0425148712821798,0.376825793551612,0.5806593351662073,0.006352152492634,0.0164371650392143,0.0166315413734834,-0.1729922519370168,0.049505871451912,0.3709890027493109
0.45,0.1,0.0420899775056239,0.3746038490377401,0.583306173456636,0.006387871478395,0.0157102761013676,0.0161041294200868,-0.1659015246188442,0.047524681622822,0.374959260184954
